doc_id,text
11,okay so today sorry i'm talking quietly because like think my roommate is trying to sleep but today today was good day like didn't have class it the weekend so like slept in really super late and then like went to lunch with friends think and then had um debate thing today right or like had like con for club that wanna join and so like that like that like was kinda nervous today and that was the sour-source of my nervousness like did think did really well like it it seemed really well to me but was just nervous going into it little bit mean not super nervous but little bit and then um after that went to the movies with two friends we saw the movies it which really liked um it was kinda it was scary um and then we came back here and we was like talking socializing for while and then we went out to um there was party and we went to like two pregames where we dr and we we was walking around for long time like like that i'm actually recording this really late because we was walking we was just out for so long like from 900 till like 130 and then like we was still like we was down in the basement socializing so like i've been doing mostly like socialization stuff not really like not really like um anything related to school or work um so yeah it was really good day and i'm like really like i'm not even that tired mean i'm gonna go to bed immediately but still um yeah it been great day good night 
12,okay so today um it is sunday so had no class obviously so slept in like well actually went to bed at like 300 am today so woke up at like 1100 am would have slept until like 300 pm if could but had to wake up because went to asl class today um went to lunch first with some friends and then went to my first asl class um it like weekend class that they're offering which i'm i'm really excited about i'm really excited to learn um so was really excited for that i'm still really excited for that it really fun um we didn't do much asl today it was mostly like talking about the history of asl but that okay um and then after that went and studied for long time like think that ended at 300 and was studying until 600 and then went to dinner and then after that was studying till just now um it 1100 pm so that what spent most of my day doing ouch studying um and luckily got all of my homework done and like like all of it all of it this time like 100 even got more than got like 120 of my homework done which is really great um like it makes me like feel good for starting the week because know can just like like work ahead on the homework that gets assigned instead of having to to like catch up or anything like that it actually nice um so it was good day it was like really short day 'cause feel like it was short day 'cause slept so long and was in class for three hours or two and ha or one and half hours don't know um but anyway yeah it was still good day that it goodbye 
13,okay so today had class again like like my class lot um so those like like really enjoy going to class so those really makes my day every day um so only had one class today um which was fun and good and nice and then had um shit sorry i'm sorry um had job interview which wasn't nervous for was just nerv like wasn't nervous was like kind of stressed because both of the job those had interview for like offered me then job so like didn't know which one to pick but then finally picked today and um and after my job interview had like went to study with friends in the library we went to the library and then went to two different club meetings um which like will try and join um i'm kind of like nerve i'm sorry those i'm talking so slowly like i'm kind of i'm almost nervous for tomorrow and the next day because one of the club [inaudible] has its round three tomorrow and feel like round three is the most stressful um anyway after after the club me and some friends went to brain break spent spent lot of the second half of my day with friends just 'cause we reserved study room in [redacted] library and so we was all studying together we wasn't really working together we was just studying in the same room as each other but still and then we went to brain break which was less studying and more eating and talking and then came home and on the way home there was cat named won't say the name of the cat there was cat who like to walk around [redacted] he followed me home me and this other girl and we let him into the gu dorm building and we sat on the bot at the bottom of the steps petting him for like some hour and the thing is love cat so much but i'm allergic to cat so those why i'm talking really slowly now my eyes hurt really bad and like its my face is swelling and its just its not good um and its kinda hurt which is why i'm distracted but like i'm its was worth its to pet those cat um so yeah all in all its was pretty good day good night 
14,okay so today was very nervous in the morning because had like my extracurricular comp thing for one of my extracurricular and that was like nerve wracking but it was okay 'cause think it went well and then um after sorry i'm going up the stairs so i'm tired um and then after my extracurricular comp thing um felt lot better and like did bunch of homework and studied in dining hall with friends and yeah um like that was my whole day don't remember doing anything else so it was pretty productive and um besides being nervous for half of the day it was pretty great this is only 40 seconds long what else did do today went to class love class um didn't sleep very well though because just find it hard to fall asleep at night don't know wow why wow i'm tired from walking up the stairs um so yeah that what did today thank you for listening goodbye 
15,okay so today was good day woke up and went to class and really like um my class have in the morning my class have in the afternoon i'm not 100 sure how feel about it yet but still enjoy everything all of the time so it was still good um and in between class like went to the library and studied lot and went to lunch with some friends and then after those class went back to the library and studied more and those like basically all those do in my time is those study like don't really on weekdays like talk to people those often because just try to do um all of my homework as far in advance as humanly possible um which was not too successful today because was very distracted or not wasn't very distracted but like my reading for li for one of my class today was like pretty boring and like also kind of confusing so didn't want to read it those much but um after those we had like entryway meeting stuff and like entryway study breaks and just sat in the basement um from like literally 900 pm until like 1130 almost and before going back to my room was just talking to people and like eating pizza just love free food so much um so it was great day overall fantastic day actually even though didn't finish all my homework 'cause finished most of my homework and the rest of my homework is due on like tuesday so it don't even matter um thank you good night 
16,okay so today it is thursday so had class um so went to my class and in between oh my god in between my class like did some studying and also went to lunch with two friends which was nice um we have we have like class in the afternoon together so we started getting lunch together which is really nice really like them really lot really lot and um then after that got into the club that [compt] and was so happy like was walking with someone and like grabbed his arm and like like hurt them like didn't hurt them that way much but like slapped them and like like was like got in and was so happy like um thought was gonna cry and it was so great and then after that like went to like the studied for hours um ended up skipping dinner because was studying and because make bad life choices and but was studying at place that was really nice it was like it had like bunch of um classrooms in it that was just open so just kept moving from classrooms to classrooms because there was actual class going on and people would come in and they'd be like uh is you here for class and i'd be like no sorry will just leave um and then after that think went went to so the club that [compt] it had social for the people who got in and went to it and was like yay we're in we went to social and it like came and got us and um and it took us to house it like we went around and got and we was like introducing each other to each other and it had things to drink many things to drink and had many things to drink and it is 100 am 120 to be exact and have class at 1100 am and don't think that am drunk but think that if took blood alcohol test would not get passing score so all in all it was great day and i'm going to bed now good night 
17,okay so today felt pretty sick um i'm going to concede to the opinions of my friends and say that was drunk on thursday night so woke up on friday morning um like kind of hungover like my head hurt really bad and just felt weird and funny and my throat really hurt and was also losing my voice today don't think it don't sound as bad anymore so hopefully i'm not really losing it but um so felt terrible got up went to section barely listened not that there was much to listen to and spent uh large oh and after went to section so my section was from like 1100 am to 1200 pm so woke up woke up showered ate bag of potato chips for breakfast went to section and then came back to my dorm room and slept for three hours because got terrible night sleep last night fell asleep at 200 am woke up at 400 am for no fucking reason and then couldn't fall back asleep until like past 630 like watched the sun rise from my bed and it it it it made me angry and then fell back asleep like at 630 and slept to like 900 so was super tired um uh but um so like didn't feel that great today but did spend lot of time with one of my roommates um she roommates that don't usually see that much because usually she gone lot uh but she went to breakfast with me my breakfast being bag of potato chips that bought in vending machine from library and after section after my nap actually we went to dinner together and we went to the library together and did not do any studying at the library she was being productive was on my phone the whole time doing literally nothing really just didn't feel like motivated to do anything today and think it because of how not good felt at the beginning of the day it just like set up my whole day for failure um but yeah but it not like had to do anything really because do most of my homework so far in advance that i'm never really behind can afford to miss day and um was going to go to party tonight with friends but decided to skip it so that could be reasonable and productive human being because have no impulse control and know that if went to another party would get just as drunk or more drunk would get as drunk as possible basically that how roll um so that would not be good for my life tomorrow and can afford to miss one day of homework but cannot afford to miss two um uh but um another thing today so yeah did not feel good today but another thing that was good today is that me and my friends from back home um skyped we was on skype for three hou well we was like talking on skype for one hours and then me and one of my friends who did not leave she didn't have anywhere to like two of them had to leave for school-related thing but the other one who didn't have to leave we um like shared screens on skype and um and watched netflix together for like two more hours and just love my friends very much and miss them and love them very much so that was really really nice so even though like wasn't really um that productive and felt kind of sick this morning would say it was still good day like still um enjoyed it or still enjoy uh guess now i'm ha now i'm in good mood because don't feel sick anymore and facetimed my friends but it still good day every day is good day as long as you're alive at some point felt was going to die from alcohol poisoning and that didn't happen so it great day 
18,okay so hope you can hear me there is fan going so today woke up at like ten laid in bed for like an hour and then washed my hair which [inaudible] and went to lunch and there were friends at lunch don't don't really have terrible memory so don't really know if went to lunch with someone or if met someone there think went to lunch with someone um so went to lunch and after lunch hung out little bit with friends and then after that went and studied and today were actually productive were not productive at all yesterday but today did um significant portion of my french homework basically wrote an essay and it were just like it took me all day long though because didn't really know what to write about for my essay so it like it like almost frustrating that it took me that long to write only five hundred words but guess didn't have really that much to say so did have to like think really hard and expand lot and then finally put it into french and then will just have to retype it i'll just type it up tomorrow and then hopefully like it'll be good enough that can be done or at least done for the day and um after that went to dinner went to dinner there were friends there too that were fun um my after dinner went back to the went back to doing more homework sort of stopped being productive after that like tried to do psych homework like not finish my psych homework and my roommates convinced me to go out with them and so we spent maybe like like an hour or two walking around the city not the city but walking around town it were fun enjoyed it it were fun um and then yeah now um i'm back it is late would like to sleep and would say that had very good day um do wish had ma wish had gotten more homework done but like wasn't capable of it like like tried my hardest and did my best work very slowly when it comes to french homework okay thank you and goodnight 
19,okay so today had very productive day woke up early um which was unpleasant but did it anyway so that could um get my text book reading for my psych class done and um after that studied french for little bit and then had an esl class that have on sundays now um which really enjoy um and then went where did what did do after that after esl went back to studying wrote typed up my whole french paper um hung out with this kid with my friend um just helped him like take he was taking photos for this thing that he doing on friday er and he needed someone to take photos of him and his friend for it so helped him out with that and then we like stu we like studied together but it wasn't really studying together we just like studied in the same like room as each other for like couple hours and then um went to dinner today did not eat breakfast and also um my lunch was not really lunch it was one chocolate chip croissant that got from cafe was gonna like get an actual breakfast well was going to get an almost actual breakfast but then there was lot of people in the cafe that went to and was overwhelmed so bought one thing and then left immediately um and so yeah only ate like one meal really today at dinnertime but it okay because ate big dinner which is feel like what do lot like i'll like like i'll just forget to eat or won't eat because i'll be distracted by studying and then when finally do eat eat lot because i'm so hungry um but yeah after studying with my friend um went back to studying alone at um like different at the library did all of my psych reading and was just like really um productive today and i'm um actually genuinely proud of myself for what got done today um so all-in-all would say it was great day thank you and goodnight don't know why end this with thank you and goodnight don't know just feel like mean like whoever listening to this it probably not nighttime for you so like don't know have good day have good morning have have maybe it is maybe it evening have good evening andor night have good existence 
20,okay so today is um monday so woke up and had one class today and it was fun um and then after class like don't know what did think went to study um also yeah went to study went to like help um someone with like the classwork because it just joined the class and like went to lunch with friends and then started my job today it was great it the best job in the world um literally all do is like work at library so just sit at the desk and like check in and check out books and then do my own homework for like two hours and then went home it was like just got paid to study basically um and um then like did more studying and had um my first club meeting for the club that comped and um had like an entryway study break and then did more studying so was like social and productive today which is great combination of things to be and just had like really um fantastic day and that all thank you good night 
21,okay so today slept past my alarm by 30 minutes but that okay because still got breakfast and then had class today um and love my class as say every time that have class and in between class was supposed to go to lunch with my paf but then my paf was like um like he was like so late like he had to go to something else first when he thought he would have time but he didn't have time so just didn't have lunch but did have lunch at the end like in five minutes after gave up on him and then had another class which still love and then don't know what did after that because have very short memory what did do after that probably went to the library [laughter] or wait no i'm gen oh was helping someone with their homework today because he just joined my class and like he like haven't been in any of the lectures so that what did for several um amounts of time and then went home and like prepared for my club which is debate which sometimes like don't say it debate because i'm like should not should talk abstractly but then sometimes do 'cause don't know how abstractly i'm supposed to talk so yeah prepared for debate and then went to practice debate thing that we was supposed to have but the person who was supposed to be judging it was 45 minutes late so it was just useless and we did nothing well we did stuff after he got there but we did not do practice debate but it okay because still it still great still like that person even though he was 45 minutes late and then after [laughter] after debate went to the library and like did homework and got all of my homework done and i'm so proud of myself 'cause was so productive and then came back to my room where was ha-harassed by my roommates [laughter] and i'm like i'm genuinely afraid of him right now [laughter] but like all in all besides uh being harassed by my roommates it was fantastic day so um thank you and [laughter] good night 
22,um okay so today woke up and had two classes today um both of which really enjoyed and in between those classes i'm not 100 sure um what did probably went somewhere to study did just have little-to-no memory of it definitely went to somewhere to study and um after those classes started or didn't start already started my job but had like tr extra training for my job and had to work today too and those was fun my do job is very chill and enjoy it very much just get to study while work which is like my dream which is my my my the aspiration in life so those great and after those came back um and studied more all do is study basically in my free time um so yeah but wasn't like you know studied lot today feel like didn't get those much done [inaudible] you those much don't know those was really all those did today i'm mildly nervous but mostly excited because have my first um debate competition this weekend which have to write cases for which still haven't done so those great um but i'll do those tomorrow and then we'll be fine good night oh no dropped my phone good night ah where did it go why did it stop my screen just turned dark okay good night 
23,okay so today um woke up was late for breakfast which was fun think i'm just going to start skipping breakfast because honestly waking up early to eat is just too much work for me like have to wake up like an extra like fifteen to half an hour and it just not worth it it can't do it anymore um went to class which was fun in between class had like hour with one of my professors which was really nice it was supposed to take 20 minutes 'cause it was like scheduled office hour it took 40 minutes which was great um went to lunch with friends that was an really didn't study that much today like spent most of the day with people now that i'm thinking about it after lunch with friends went to different class after that class went to like not lunch with someone else it was just like sitti it was just in dining hall but it wasn't lunch and um after that came back here and was working on things for debate which is like the source of my stress currently or not my stress but like i'm just i'm not done with my cases yet like i'm almost done but feel like should be farther than am but i'm not but it okay because i'll have time tomorrow and i'm gonna fini i'm gonna work on them until like 200 am tonight and then i'm gonna go to sleep then 'cause don't wanna stay up too late 'cause do have to wake up early tomorrow which is unfortunate um but wh do have time tomorrow to work on them so will do that tomorrow okay and then um so after yes um after worked on my own debate papers for very long time um went to debate gathering things to work on cases with other people around me which was fun um was not as productive but did get feedback which was really really helpful and nice and um now it nighttime and i'm sleepy so i've been very social today um didn't really do any school work cases think is form of not school work per se but it is educational kind of not really but like don't know when it was like how much studying did you do today put like an studying 'cause kind of considered this [inaudible] work to be studying but they're not really studying that okay um yeah i'm tired and i'm not really going to sleep yet but am done recording this good 
24,okay so today um did not have class but have sec had section today so woke up um actually started had work today didn't start work today but had work today which had it very early which was unfortunate because went to bed really late last night so was super super tired this morning um but had to go to work and was also kind of stressing to finish my um my cases for debate and then after work had to go to section and then actually went to sleep first because was so tired and then went to section after section went to went had to work on cases and you know was still so tired was so tired all day and after um ca working on cases went to section again for different class um which um one of my class like section for significantly more like section for psych class was really really good section for linguistics was not good it was it really boring my teachers my tf isn't good uh and stuff so don't really wanna go but but psych uh today was only the first day of section but can tell that it like gonna be great it already better it already great um and then after section went to my first debating tournament which was lot of fun but did not end well for me and my partner we lost both of my rounds but um while my first rounds um we definitely lost the second rounds we should not have lost that was not fair but whatever um and then what else oh yeah so that literally what spent the rest of my afternoon doing was um that debating tournament from like 300 pm to now which is 1200 it 12 am um it was not supposed to go that long but it was uh you know it it life um but even though um we lost which was like kind of disappointing it was still lot of fun um and really enjoyed it and yeah now i'm going to bed because have it tomorrow again too thank you goodnight 
25,okay so today had um debate tournament which was really fun um [redacted] like my my me and my partner specifically did not [break] to finals but [redacted] did end up winning the entire debate tournament which was great and basically just spent almost the entire day at debate hanging out with the kids on the team all of whom are great and whom love um immensely with my whole heart and then afterwards came back took nap and then just went out again and um drank probably more than [laughter] should have and and drank probably more than should have but it was lot of fun and met lot of new cool people whom also love even though i've only known them for um six hours no four five hours i've known them for five hours but love them and then like that was literally all that did for the whole day was just um hung out with people like didn't do any homework or do anything um particularly productive but it was it was lot of fun um the debate tournament and the the the the partying and so it was all in all great day 
26,okay so today um woke up at like probably like 1000 today and got up washed my hair went to brunch um and then after brunch went and studied for while and then had my asl assembly class really really like that class it fun i'm learning just wish um it would go little faster um 'cause don't we only have like don't know how many weeks we were only doing it till november and would like to learn as much as possible you know um but after that went back to studying had lot of work to do today and didn't finish all of it or didn't didn't really finish as much of it as would like really didn't need to finish all of it today but would have liked to finish more of it um it 100 am now and think i'm going to like brush my teeth put on pajamas and then like contin like just do some of my easier homework in bed 'cause have some readings that can do from my bed 'cause yeah 'cause really really wanted to be more productive today especially since um like were gone on friday and saturday for most of the day because of debate so didn't really do any homework on friday and saturday and really don't wanna fall behind and have midterm this um thursday but i'm not mean always say that when i'm far behind i'm really not falling behind like i'm still like ahead in my work i'm just not as ahead as would like to be but like it fine so like all in all would say today were like mean every day good day because i'm like not dead or um or dying but would say today were like some average day it were it were like nice and relaxing because it were sunday and hadn't ev the only thing the only obligation had were going to to asl but other tha it were just like normal like just went to the library and just sat in the library and did homework in the library for hours and then came home and did homework in my bed and i'm sleepy but need to keep doing homework good night 
