doc_id,text
22,today was interesting had my first test for class um it wasn't terribly hard but it was also not easy but we'll see how did on that uh think did good enough for like pass or credit on most of it then was in class and then went for meetings and meetings and meetings and got some homework knocked out but have some more to do tomorrow it basically my off day and had well did stuff ahead of time anyway so i'm not stressing that much about that i'm going to sleep early today um got into club was [comping] for so that always nice um but yeah i'm just taking things as it come and we shall see how how it work out for me um hit the gym um yeah hang out with some people so it was pretty cool day besides the test but we'll see how did on that after get my score back 
23,today was honestly kind of aggravating more so than awful [laughter] like i've misplaced something that like that was important to me but like that was earlier in the day it was like really shouldn't have and don't know where it is but it wasn't like irreplaceable like i'm just gonna buy another one in the morning before class i'm just irritated that have to um yeah was looking for it most of the day and kinda made my day harder it was besides that it was pretty good um ahead so like don't have to stay up all night like writing an essay that [laughter] due tomorrow and i'm done like [pesa] well i've started [pesa] and all that so can honestly go to sleep like now but i'm gonna stay up and do little bit of work so can like manage to still be ahead so can be straight at the end of the day yeah it was pretty good more or less nothing too crazy besides the [inaudible] the thing misplaced in the morning i'm gonna take care of that in the morning so should be fine 
24,uh today was kind of long day woke up [inaudible] um went to class saw my um my grade from my test took earlier in the week that was worried about so wasn't terrible i'm gonna ask for regrade because feel like kind of could have got like somewhat better grade but then like after that just like messed up something ridiculously easy where could have easily gotten so much better grade but at least knew the content so guess that really what matters at the end of the day and i'll just perform better next time and just keep grinding um kind of like [inaudible] but wasn't really that upset um and then pretty basic day went to prayer meeting with minister uh [inaudible] started my homework went to the gym but came back was tired took nap um [inaudible] well i'm gonna finish my homework before go to sleep and then just keep going and [inaudible] wake up kind of early tomorrow too yeah wasn't bad day i'm hoping to regrade that three so can at least get like that extra couple points so like yeah and then just need to finish up my homework and just keep pushing keep [inaudible] 
25,today was pretty much do-nothing day so hmm just take it or leave it it either like love or hate thing kind of enjoyed it because it was like didn't have to do anything [inaudible] it was really chill um at the same time like didn't really talk to that many people went to the game but it was like didn't really like that [inaudible] um i'm really tired so i'm about to go to sleep in few minutes um yeah i'm making it wasn't too stressed out but like wish i'd gotten to get my stuff and [inaudible] swear to god [inaudible] housekeeping stuff guess but yeah wow really enjoyed [inaudible] that [inaudible] at the same time kind of wish that didn't so okay we'll see heard about like chance to go see the red sox next week for free so might go do that it like i'm not really doing much yeah it sounds like plan 
26,today was pretty okay day um woke up kinda late uh [i ran into like stressor and let that let go] kinda feel bad 'cause feel like they think was trying to be [a bad guy] but they whatever like know in my heart know [i was trying to] do or whatever but they was cool need to let go of the negative energy anyway so after that went to church ate had meeting with my [inaudible] then like did like some studying while was catching up with friend they was pretty cool and they pretty cool like outside of work they was just like cool being able to like interact and talk with somebody with similar interests as me who is also pretty fun [laughter] but yeah they just pretty cool um then went to the mpc to do some math homework and ate with some friend um i'm gonna work on some stuff for the coming week so can kinda be ahead of the game little bit and then yeah today was my rest day too so didn't go to the gym but yeah things is okay 
27,today was very interesting um yeah it was so weird like woke up was extremely like went to bed [inaudible] early yesterday still woke up tired went to class it was okay took nap after 'cause was just like extremely tired [inaudible] and then it was like what the [inaudible] what it like whole bunch of [inaudible] [proposed] but then like in the middle of it got caught up with my friends and we was just talking [inaudible] [personality] issues with like before came here but right afterwards we [inaudible] fixed it guess i'm gonna be up really late tonight because of it because have [words] to do because in the place of what was doing then but like at the same time like did sh for improved an issues that like i've been dealing with earlier in my life and was like [inaudible] this shit but it was good but um yeah feel like at least mentally emotionally i'd probably be better you know socially 'cause wanted to be [inaudible] him anymore and then like and probably [inaudible] stay up tonight but like did take nap and did like get lot of sleep last night and my first class tomorrow is at 1100 so yeah it should be straight i'm doing okay 
28,today was pretty um it was pretty okay [inaudible] woke up kind of late really don't know why i'm just tired um realize there only so much work can do today so i'm probably just gonna uh i'm probably just gonna go to sleep and call it day but um yeah went to my writing class it was pretty cool um already like made most of the changes and tweaks needed to so that should be okay um math and then it was kind of weird like something like low-key bothered me but it wasn't that bad um then after that had um lab the lab was kind of harder today but should be able to get through it um yeah was able to eat and like just like even like just do work like with peers and friends and that was like good feeling just like thinking [inaudible] my plan about the future and that was like really cool and like miss that part of high school reconciled with some old friends here um [inaudible] like kind of irritated about something [inaudible] like earlier this week but feel like might just have to go be the bigger person to fix that so just depends how this night go 
29,today was pretty okay day um had 900 am and then 1100 am [laughter] and then um went to the writing center so worked on my essay it pretty cool it was just like [it took me while] to do but feel pretty good 'cause actually have like place to go and like can make it better and i'm glad that have room for improvement um then had my freshman seminar from like 200 it was long had lab but feel like my professor starting to like me so that pretty cool [yeah she really like be powerful to yourself] hope she like [be able to] [inaudible] [in the future] um now just started grinding on my work it crazy but um should be straight 'cause did enough like during the day so there won't be like way too much right now [laughter] don't actually have to like start doing work i'm meeting with friend to do some so hopefully i'm able to knock it out quickly be able to go to bed at like 1230 100-ish and call it day so yeah it was decent 
30,today was okay i'm kind of like just being honest i'm like little bit stressed not too bad but just like realized like poof starting to like burn out [laughter] like lifted went to the gym this morning so i'd have wouldn't be like mu that much of stressor later on in the day but like then went to class to seminar to workshops and stuff and then like went to office hours but it was like in office hours like finished like hours early it was like stayed another hours like to help other people but like it was cool to help but at the same time i'm like that was an hours that like needed too now i'm gonna lose like an hours of sleep for that and then went to go vote for my friend it selfish it also nice to support but at the same time i'm like could be doing something else like for myself and like not even like in selfish way which was like i'm gonna be up like extra late tonight and could've avoided it if had just like left the last thing like [laughter] this people was like she was she wanted to talk to me feel like she said it was gonna be something brief but it was like it was anything but that it was low-key like little bit annoying but it was cool to like be able to be there for her but it was just like wish like could've [inaudible] [tomorrow] it was just little irritating but [like should be able] to make it just gonna be up super late 
31,okay today was pretty yeah it was straight can't really say gay can't really say bad either um so went to cla well woke up earlier after stuff was taken care of went to class uh [she] paid attention then started grinding on my set was able to get about like the majority of it done i'm gonna check over with my answers with somebody do it on sunday [before actually turn it in] feel pretty good about that and i'm glad like went to office hours it was like to finish all that uh tomorrow gonna kinda be bit hectic but it not terrible and have to figure out what i'm doing sunday as far as church um yeah it was pretty okay today and then [m had to rush] so had interview at 500 but then had to be like at certain place to be able to go to the red sox game at 600 and was really lucky because like it emailed me earlier today and said could get got to go but it was really fun well don't really like baseball it was like it was low-key like [laughter] didn't really enjoy it but it was like got to experience [redacted] and it like haven't left campus this is like hear it also like something to knock off the bucket list but it was pretty cool but yeah probably got like another hours or two in me before go to sleep yeah 
32,today was pretty okay day like used to tell people how when they ask how i'm doing like to say that i'm surviving um woke up pretty late but that was cool 'cause got to sleep in not really like not like lot of sleep like [inaudible] would but yeah got to sleep in um and was in bed like pretty early for friday night had to come back and so that was cool so went to the tailgate had free hat and free breakfast um and then went to the gym met up with some people that grew up with back home and um we went out to lunch they was the food was good they was nice they was like nice to get to know people like reacquainted with people that grew up with so like they live in [redacted] but like they don't go to school here um after that uh had meeting for club and then like they gave me some assignment to do so finished that then ate dinner uh then went back to my room eventually uh have bit of homework need to be doing keep pushing they back but yeah need to go finish that have some reading have to do but i'm kinda irritated 'cause like some friend stuff but also 'cause like [inaudible] my kind of assignment for uh one of my passes when my teacher didn't put the book in yet so and then they just sent me some email today which whatever have to give that on monday yeah so i'm gonna just keep grinding on my homework and get they done 
33,[apparently] like today was just interesting like woke up went to church it was with the um this minister who been like inviting me to like bible study and stuff with him so today finally actually went to church with him it was enjoyable the people there was really cool really intellectual really [redacted] nice area and those are like the best and brightest and like it all have like their lives aligned with god and like it was like good challenge for me um then got back started like doing some homework or whatever and then went to office hours and it was crazy 'cause was in there [from like like] legit o'clock until like 1015 and those was [laughter] those was crazy then had to like run over to the gym so could get like workout in had pretty good workout uh starting to see gains got some ab work to do when get back to my dorm [i'm] [just] like some mental preparation for the rest of the week should be in bed like 1200 1230-ish um 'cause got 900 are tomorrow but i'm gonna just keep grinding and keep pressing 'cause those really all can do i'm really tired like [laughter] whew like mentally and physically not even like sleep-tired just like i'm exhausted i'm drained but other people have done it so can too 
34,today was um it was okay uh guess it was pretty good for monday because i'm like i'm not staying up late tonight so that always great thing um woke up kind of late but got to class got through it um was able to think did well like on math quiz it was like it was based on like your thought process [inaudible] so yeah and then had good workout at the gym knocked out some homework for my seminar and then went to office hours and like review session for my math test tomorrow there lot for me to review but just like the content isn't that hard it just like was making dumb mistakes on the practice test so [inaudible] study and [inaudible] do better on that hopefully um yeah so far like [inaudible] i'm kind of ahead and we have like [inaudible] um should be in bed by 1200 but hopefully before 1200 yeah 
35,um today was actually good day guess uh woke up kinda late but like worked out went to the [expo] it was in the art museum today that was pretty interesting so provocative talking to uh feel like my teachers [i hadn't knew of] so don't know got some extra brownie points and then um went to math workshop to study for math test well it was like pre-midterm but yeah and then went to lab and then went to take midterm but it was pretty good um and i'm running for position for club but guess i'll tell you how that goes feel pretty prepared and lot of people have said it was gonna support [me] so we'll see how that works out um just have to make sure like do what do and hopefully it goes well um yeah it was pretty good day oh and the math test didn't talk about that but it was it was pretty good like felt it was challenging but it was enough like if you thought about it well enough you would like you could excel and feel like prepared ade 
36,yeah today was day um it was just don't know my mind kind of all over the place it was just lot of like not even personal stuff but just like lot of stuff on my mind in general um yeah not necessarily bad or anything just like [inaudible] um yeah don't know if have said this before but like uh was running for position but didn't get it but feel like the person who did get it uh it probably deserved it more feel like if more person had showed up to [inaudible] uh probably would have but um happy like that at least the person that deserved it more got it because originally just signed up because like upperclassmen told me to um low-key losing my voice but it not as bad because i'm like taking medicine and stuff but um yeah um so [inaudible] because that kind of like just had me thinking that uh [inaudible] but uh the weekend coming up anyway so [inaudible] um so yeah all in all it was it was okay just need to figure out like what i'm doing here and that going to be longer process than uh initially thought and also needed to [stop getting sick] and i'm also like extremely tired because stayed up like all night but yeah 
37,today was pretty decent want to say um nothing out of the ordinary um woke up kinda late ['cause was sick] but feel better now uh woke up got myself together went to class [office hours] started on my homework um went with the meetings at [inaudible] um [hung out] was talking to friend missed dinner but got some stuff from [them] afterwards so not that hungry um yeah i'm i'm okay [inaudible] [it's] [inaudible] honestly feel kinda lost in like this whole world of what need to do [and] what could be doing but think after talking to somebody today it unique opportunity that could do next summer and feel like maybe just maybe i'll be able to be enough to take me somewhere wanna be and what need [the future] [inaudible] 
38,today was um pretty okay guess got some stuff taken care of and like stuff like cleared out of the way so that was nice um sleepy but i'm doing four-day weekend for reason uh yeah that was really sweet it just smooth right now um just been more social than usual uh [inaudible] but like i'm just i'm just tired but yeah i'm gonna figure it out have to wake up early tomorrow too because i'm gonna be straight one way or another uh that all can really say but i'm just thought was gonna recover but then like after staying in my room for while was like damn it kind of [inaudible] well i'm gonna take some more medicine yeah 
39,uh today was kind of it was all over the place woke up today went to the [redacted] with my seminar it was pretty cool um it was nice it was long um got back hit the gym and pretty like feel pretty good about like the way my body feel because like i'm low-key sore in like my left shoulder and like my back it was like low-key hurts but i'm probably going to just take tomorrow off anyway yeah definitely need to take tomorrow [inaudible] um and then [inaudible] after that need to oh yeah and then after that [inaudible] like um settled some stuff on [inaudible] home [inaudible] not really even about [the interview] but like stuff needed to take care of mean i'm kind of happy about the outcome but we'll see where that goes or if it just ends up being worse um still have some stuff to do tonight probably gonna be going to church early in the morning um [inaudible] goes back [inaudible] way worse than thought it would be but do send it back for rewrite but i'm hoping [inaudible] at least get of the points for some of that stuff at the very least get out of it worked like way too hard and honestly like it crazy um 
40,okay so i'm going to like just go ahead and start um and it little early but wanna knock it out 'cause have some other stuff to do today um yeah i'm first i'm tired um but anyways it was like 'cause was like doing homework and stuff yesterday and then like the [laundry] was [inaudible] it was whatever and woke up like dumb-early to go to church um went to church with like my dad family it was cool it was just like dull like it hour [just plus away] so like and then got back to campus late 'cause had meeting and after that to work at um for some event got there kinda late and it was like the en there wasn't anything for me to do so just went to sleep [laughter] not really [though guess] was asleep for like five hour today so i'm probably gonna be uh doing work today um went to office hour for [calc] somewhat productive not really but i'll just stay up and grind tonight um and then try my best to just keep pushing keep going um you know [inaudible] uh it going well only have one class tuesday so that should be straight 
41,today was just killer like it was my day off so tried to like put myself in position where like wouldn't be struggling for the rest of the week 'cause do have midterms coming up so um went to the gym office hours um just started grinding on chemistry like got like 30 pages out of the practice [round] book done uh have one more question to do and there was like certain question didn't know how to do so had to go to office hours so can get those but yeah it was just it was lot like crazy uh went to devotion to do do some of the work with some friends so those was like helpful and very productive uh had meeting with my math professor um yeah [inaudible] my uncle came to see me uh had devotion class bible study yeah but i'm gonna sleep in tomorrow 'cause [inaudible] 
42,today was pretty okay day um slept in it was great 'cause didn't have class till 800 um [inaudible] just coming from four-day weekend three-day weekend we uh went from that went to class um and gym bible study well that was canceled that was like blessing um it was pretty cool day then did some um went over some problems [inaudible] some practice problems for [redacted] with friend and yeah it was pretty chill day probably get to bed bit earlier than usual but yeah enjoyed it [inaudible] and gotta like was very productive was doing all weekend so think i'm in okayish space just don't know i'm confused but i'm here for better or for worse 
43,um today was just long and it probably going to get even longer but already know my [inaudible] was pretty bad um woke up kind of motivated but also very confused but that another story got up um went from class to class to class that was interesting it was tiring um and then after that uh went to bible study that was cool and the people was really nice and engaging but it was just like it was long so um but feel it was worth it at the end of the day just got like whole bunch of other stuff like have to do tonight but good thing is don't have class till 1100 so should be straight um i'm okay just tired and little worried about midterms mostly just my [inaudible] so midterms kind of figured out know what wanted to concentrate in yeah but um yeah just thinking about the hours really is [inaudible] the presentation on ours is like really interesting about like taking like not just like the actual album but like the context of it and also um uh undergrad research expo and there like my upperclassmen who is [already] you know who is close so i'm gonna ask them about [inaudible] i'll probably [shoot them an inbox] tonight so yeah it should be nice 
44,today is don't know it wasn't even supposed to be that hard but it just became ridiculous got caught up bible study got caught up um my friend we were doing like 'cause like have both chemistry and math with her it just like but she also like pretty talkative and so it were just like it took lot of time too so i'm probably gonna be up for like another hour-ish but um knocked out lot of work it were just like and things is kinda looking up where like i'm kind of thinking like mentally mental health it is kinda better um got midterm this week need to what really need to be studying for but yeah yeah it the small stuff that started like making sense now but yeah i'm just i'm here i'm just hoping for the best [you know what mean] that really all can do now 
45,all right so today was just one of those days it wasn't even like bad days um just like it was one just like lot of work and stuff to do uh had like went to bed at like 400-ish today then had 900 am so those those was like terrible um went to class there was like have done like enough work to the point those like didn't have much like last-minute stuff to do so those was nice um and then like went to career fair got some free stuff and then like immediately went back to my room and like fell asleep and collapsed but have like lot of work gotta finish tonight because tomorrow i'm going um to the aquarium with my seminar so gotta um finish those up but like just and then today went to um devotional again and like just need to get into like the habit um don't know just hope those find better balance better truth better understanding of my future and like what i'm doing here and like why i'm here [inaudible] it won't let me stop 
46,today was okay it looks like another long day really don't know [inaudible] time probably this weekend coming up um yeah i'm gonna need the 'cause got midterm [inaudible] but took field trip to [inaudible] seminar it was pretty cool pretty fun got [inaudible] bought some street food it was nice fell asleep [inaudible] no one tell you [inaudible] church [inaudible] it was bit kind of yeah it made me think lot don't know it kind of got me emotional and little wound up yeah but don't know just gotta think and it been only two [inaudible] and came back for some oxygen came for oxygen [inaudible] [inaudible] it was like 200 in the morning and had to wake up and go to church but uh uh i'll be straight eventually so really can't say 
47,okay today was pretty interesting-ish day it started off on really good note went to church it was early just kinda tired but got baptized and it was good moment for me and feel like i'm walking in bigger better purpose talked with some people and feel like i'm doing things better [laughter] you know like it start but um yeah and then like got back immediately went took nap fell asleep so that was that um got back up went to the gym went to office hours but took like too long at office hours um [i] was just check answers not even just like check answers and like compare with my peers before turn mine in uh then after that [even though it] took too long then started doing homework but then [something] from my past called me up and it was just called me and like kind of don't know it kinda shook me it [wastes] all my time but don't know it just made me think nah don't really know maybe didn't wanna [think like that] and it made me anyway hope can do the right things 
48,[whew] today was um it was interesting i'm kind of feel like have whole bunch of energy right now woke up class immediately li had had to go to downtown [redacted] 'cause had to like handle some booths like it was pretty cool uh free to do nothing was able to take nap and like got paid for taking nap started like little study or whatever but um yeah um kept going that took like big it was like seven hours of my day [laughter] like was gone from like 1200 till 700 but was able to sleep like for good two hours of that so kinda [gotten] some of that time back um i've done all my math homework and started studying for chemistry 'cause have um two midterms on wednesday and thursday i'm just hoping that do well on that i've been [sleeping] okay kinda confused though like whole bunch of people keep sending me like these encouragement texts and so that cute but it like why are you all sending me these so what happened [laughter] but yeah we'll see 
49,okay um today was uh it was day it was basic guess uh woke up went to class uh [inaudible] yeah had [inaudible] and then like my workshop so like it was pretty cool [inaudible] this week just gonna be pretty [inaudible] because have like two midterms and then seven-page paper to do friday that i've only written like three-ish pages of so had try to make some magic work um yeah um [inaudible] but yeah some some stuff in my life just [inaudible] it just stuff on my mind don't know really know how to what to think um and then yeah yeah i'm low-key still broke despite [inaudible] yesterday i'm trying to sell some stuff so [inaudible] don't wanna [inaudible] like because don't like want do anything wrong but yeah so can get some extra cash um and then just worried about like my midterms tomorrow and the situation it not really bad thing but it like it probably can lead to bad thing so just wanna see and make sure everything work out 
50,um so today was pretty okay day um yeah had an exam in the morning so basically like final like just basically like all the chemistry this semester but it was okay and the other thing my only thing was the problems thought was doing well there was one that like gave me trouble just like again like the answer to that was way too big but then like hours later was like oh plugged in zero when it should've been one like whatever um hoping that like didn't still get an and that didn't make get partial credit for that that didn't make big enough mistake so i'm always like praying for an 'cause really need an um praying that it goes well uh it class and then more class uh have decent amount of work too but it not as bad as this so like ooh midterms and stuff i'm tired i'm done for the day um um yeah an stuff to like relieve stress this weekend an decision-making on how we are gonna spend the weekend but um yeah have another midterms tomorrow for [inaudible] um i'll just take another practice exam cover all mistake on the other one and like just goes over my notes and stuff then from there would like try to get head start on my essay because don't wanna leave all this [inaudible] so wanna goes to like the writing center tomorrow before turn in my draft so can get like an extra help on that yeah so how was like mentally i'm okay in good space um thing are okay pretty good honestly um my personal life are little bit better and then yeah friends are cool you asked me if it are supporting me and stuff yeah 'cause it really [inaudible] me and it appreciate me 
51,um today was it was okay no no complaints really you know like got um it was pretty productive was able to [inaudible] early in the morning and like finish my draft for my essay and then woke up early [inaudible] went to class workshops started studying for midterm then took nap which was cr like crucial [inaudible] like it improved my vibe like exponentially then woke back up and um went to yeah woke up and then went to like couple [inaudible] meetings [inaudible] summer then after that went um to back to studying again for my midterm and then took it it was challenging but not too bad and like took it like three or four times but like went back and kept checking for mistakes and stuff so hopefully got the most points possible and here now i'm just gonna relax because the midterm are finally done [inaudible] paper i've already done the draft but want to make couple of edits so my professor can get like the best version possible so can get the best ver like grade possible at the end of the the like the second and third revisions but i'm making it and grateful for the opportunity and tired but weekend coming up just got to keep [inaudible] got some [inaudible] other homework to do but grateful to be at the end of the week 
52,today was pretty good actually uh went to bio lecture it was okay um [inaudible] wasn't that bad it was just like [inaudible] early morning was tired but um yeah got through and then went to see um uh and then it gave us [inaudible] and like did great and was happy could have done better but wasn't [inaudible] so satisfied with what got um moved on from there to go to [inaudible] but like yeah that not important but then went to class office hours lunch um see my friend [inaudible] called back home um yeah midterms are over i'm in pretty good mood went to fellowshipdevotions tonight it was nice honestly didn't feel like going but i'm glad that did go um yeah probably just gonna chill over the weekend have lot of homework to do but i'm still really tired but can sleep in tomorrow yeah yeah we're here [inaudible] arrived 
53,okay so today was don't know it was kinda weird [laughter] woke up at like o'clock in the afternoon [laughter] um yeah so it was it was straight like [laughter] got some sleep still kinda tired though um yeah but it pretty low-key day didn't really get much done like school-wise but like took care of myself went to the gym went to the meeting uh went to go support my bro in play he did pretty good was proud um and then besides that yeah i'm probably just gonna head back to my dorm and like try to get my life together and then do some stuff for don't know just try to manage and keep maintaining [and i'll pray that everything] will be okay yeah 
54,today was straight it was just hustle [laughter] and grind [laughter] uh woke up like [inaudible] [cleared] and then went to um went to chapel had meeting with the um so this club i'm in there was like there was guest speaker he like somewhat famous so it was like it was nice or whatever and then from there went to um uh just started work got about [done] took long time [but don't all right that it] um [my fellowship group] [inaudible] uh didn't get [inaudible] [just to let you know] [probably make it up] tomorrow and then i'm just i'm trying to get [inaudible] probably gonna be up for like another hour or two but don't feel that bad [laughter] 'cause didn't wake up till like what at like 1100 have 900 am tomorrow though don't have anything that have to do after 1200 so could stay up for that long [inaudible] will be straight 
55,um today was it was day kinda wasted it uh yeah woke up went to class i'm basic um today was the ocs just like look at some stuff was interesting in applying [there] and then after that um yeah so there just lots of stuff need to do over the summer [inaudible] looking at class for next year and then um oh yeah went to um therapy it was nice it was short though but still nice just talking don't know but yeah [inaudible] like after that like immediately went to sleep [laughter] so take have some homework gotta get done besides that it was pretty cool though some stuff gotta get done 
56,today was an okay day um gym in the morning class writing workshop lab uh [quick hour of study] had dinner with my big sibling from from group here he pretty cool um homework and i'm about to write an essay i'm okay i'm just like an stuff that bothering me [inaudible] don't really know like what to do about it but yeah just [inaudible] hoping to figure it out um but yeah so actually it really going fine today was pretty decent-to-okay day um yeah an stuff need to work on for my essay for class but besides that it pretty good it just an like personal stuff that bothering me 
57,today was pretty okay-ish day um was in class for most of the day honestly took nap in the middle of the day it kind of messed my sleep schedule but it okay 'cause don't have class till 1100 tomorrow um then so had some homework but knocked it out pretty early tonight went to the gym [inaudible] um i'm gonna probably try to work on my lab right now and then do some housekeeping stuff and think that something gotta do saturday [besides that think it fine] uh just some personal life [inaudible] some questions and stuff but went to the bible study and it kind of helped me like refocus um definitely [coming up] [inaudible] but yeah just gotta keep pushing and looking forward and hopefully the best will come and i'm in good space so grinding but in good space i'm looking forward to whatever come so yeah it okay yeah 
